5m_range,1h_range,6h_range,5m_mean
"(689.375, 762.625)","(691.625, 765.375)","(645.125, 777.875)",755.4583333333334
"(49593.5, 57396.5)","(48732.875, 53976.125)","(45116.5, 65607.5)",53704.555555555555
"(23671.5, 24896.5)","(22743.5, 25458.5)","(21971.25, 29636.75)",24462.902777777777
"(1265.0, 1465.0)","(1320.0, 1420.0)","(1191.75, 1682.25)",1383.9493087557603
"(9007998.25, 9490001.75)","(8573500.25, 9210499.75)","(8305912.5, 8833087.5)",9168523.342205323
"(49786.0, 57246.0)","(48878.5, 61437.5)","(47281.625, 52700.375)",55522.036697247706
"(28835.0, 36205.0)","(24031.5, 32322.5)","(23559.0, 28913.0)",30574.544554455446
"(851.875, 1580.125)","(889.125, 1591.875)","(920.75, 1822.25)",1295.0857142857142
"(35.0, 39.0)","(36.5, 42.5)","(37.0, 43.0)",38.33783783783784
"(1021.0, 1021.0)","(997.0, 1015.0)","(802.5, 1197.5)",1101.0
"(2443.0, 4149.0)","(1422.875, 3176.125)","(1388.125, 2350.875)",2598.7696078431372
"(38616.0, 39584.0)","(38682.25, 39517.75)","(38099.75, 40814.25)",38729.434782608696
"(3804.5, 4937.5)","(3637.375, 5052.625)","(3765.5, 8774.5)",6034.608108108108
"(3059.625, 3584.375)","(2765.0, 3877.0)","(1270.75, 6816.25)",3591.6969696969695
"(4840.5, 6003.5)","(4567.875, 6268.125)","(5797.25, 9814.75)",5882.164556962025
"(10.5, 17.5)","(13.0, 19.0)","(17.5, 86.5)",12.977973568281937
"(91.75, 117.25)","(90.5, 107.5)","(78.5, 105.5)",123.15625
"(651.0, 697.0)","(478.875, 869.125)","(465.75, 940.25)",691.5539568345324
"(121.125, 178.875)","(121.5, 178.5)","(112.5, 187.5)",209.06521739130434
"(355.0, 585.0)","(158.75, 403.25)","(110.5, 360.5)",384.00657894736844
"(108.5, 207.5)","(124.0, 272.0)","(23.75, 200.25)",146.01307189542484
"(94371.0, 104889.0)","(92234.25, 103787.75)","(93438.625, 105214.375)",98847.1559139785
"(782.0, 818.0)","(792.0, 842.0)","(788.5, 813.5)",810.390438247012
"(37663.125, 39732.875)","(34336.625, 39809.375)","(31213.0, 43345.0)",38790.53571428572
"(584980.0, 627056.0)","(483197.0, 626781.0)","(435084.125, 548430.875)",586498.5
"(95494.0, 95494.0)","(95493.0, 95495.0)","(94556.5, 95687.5)",95445.0
"(417.5, 582.5)","(193.5, 454.5)","(232.75, 447.25)",423.3809523809524
"(1339.5, 1472.5)","(985.5, 1916.5)","(1453.5, 2746.5)",2650.512711864407
"(-145.0, 2225.0)","(469.0, 1701.0)","(477.0, 1711.0)",3672.896103896104
"(5.0, 5.0)","(4.5, 5.5)","(4.0, 6.0)",4.807339449541284
"(1.5, 2.5)","(1.5, 4.5)","(1.0, 5.0)",4.695652173913044
"(162.5, 413.5)","(34.5, 287.5)","(31.25, 108.75)",189.5207100591716
"(1.5, 2.5)","(1.5, 2.5)","(0.5, 1.5)",1.5961538461538463
"(3723.875, 4346.125)","(3970.0, 4322.0)","(3915.0, 4259.0)",3932.8888888888887
"(1125.0, 1875.0)","(1629.0, 2051.0)","(1756.75, 2035.25)",1568.6959706959708
"(1065.5, 1372.5)","(1081.5, 1388.5)","(1033.875, 1396.125)",6165.3203125
"(509.0, 621.0)","(510.0, 620.0)","(473.5, 628.5)",551.6763005780347
"(105.0, 106.0)","(105.0, 107.0)","(49.0, 89.0)",190.94444444444446
"(30.0, 30.0)","(30.0, 30.0)","(10.0, 30.0)",30.183823529411764
"(-68.0, 116.0)","(-1.5, 33.5)","(-1.75, 37.75)",134.95867768595042
"(2315.0, 5681.0)","(2556.0, 5440.0)","(229.5, 4434.5)",3217.875706214689
"(646.0, 4732.0)","(349.0, 4477.0)","(-274.0, 1668.0)",2722.316363636364
"(868.5, 1495.5)","(964.5, 1591.5)","(1127.875, 1498.125)",1759.2425742574258
"(188.0, 812.0)","(139.0, 753.0)","(300.0, 376.0)",703.4878048780488
"(30.5, 57.5)","(38.5, 55.5)","(-81.5, 618.5)",38.85762711864407
"(-3187.0, 6187.0)","(5374.5, 14373.5)","(7.0, 19.0)",3889.866666666667
"(2598.125, 2840.875)","(2556.5, 2907.5)","(2720.0, 3068.0)",7063.204545454545
"(21358.5, 24795.5)","(22069.5, 24865.5)","(23190.875, 26809.125)",23538.721518987342
"(3802.875, 5796.125)","(2468.0, 4660.0)","(2890.25, 4821.75)",4291.301369863014
"(90820.25, 96515.75)","(91373.0, 100305.0)","(84115.0, 112055.0)",93088.63870967741
"(-195.375, 607.375)","(-143.75, 561.75)","(111.875, 316.125)",538.3296703296703
"(23274.0, 27970.0)","(23739.0, 27505.0)","(22259.625, 28984.375)",28054.765567765568
"(128.75, 135.25)","(125.5, 144.5)","(129.25, 142.75)",134.58552631578948
"(24527.0, 25473.0)","(24527.0, 25473.0)","(19431.625, 23438.375)",24398.63829787234
"(30165.0, 33097.0)","(27924.0, 32442.0)","(27050.625, 30030.375)",31062.266009852217
"(4869.5, 5130.5)","(2716.875, 4694.125)","(2828.0, 3870.0)",4746.941605839416
"(234.0, 346.0)","(64.0, 140.0)","(80.75, 111.25)",349.77777777777777
"(798.0, 798.0)","(754.0, 842.0)","(463.75, 758.25)",765.4664179104477
"(89.5, 90.5)","(90.0, 90.0)","(88.0, 96.0)",121.92307692307692
"(-66.5, 170.5)","(138.125, 370.875)","(215.25, 318.75)",171.42857142857142
"(791.75, 1031.25)","(825.25, 992.75)","(758.5, 1181.5)",991.7619047619048
"(3525767.375, 3752232.625)","(3514194.5, 3594003.5)","(3504660.875, 3679643.125)",3634088.7333333334
"(11.0, 11.0)","(9.0, 11.0)","(7.0, 13.0)",10.114285714285714
"(14.0, 14.0)","(13.0, 15.0)","(6.0, 18.0)",14.233333333333333
"(812.5, 941.5)","(828.5, 933.5)","(852.5, 961.5)",3637.1147540983607
"(255.5, 460.5)","(251.5, 450.5)","(205.0, 403.0)",7786.8674698795185
"(87657.5, 94942.5)","(87240.5, 93588.5)","(85816.375, 107755.625)",86257.7251908397
"(13229828.5, 13417597.5)","(13190173.625, 13425679.375)","(11518602.875, 13449669.125)",13247298.958333334
"(9615.0, 19327.0)","(12710.5, 21355.5)","(11989.25, 14792.75)",17750.31818181818
"(15800.5, 18199.5)","(15743.5, 18392.5)","(16659.0, 19487.0)",16435.558974358974
"(17668.0, 26332.0)","(15712.0, 25036.0)","(17012.75, 18969.25)",22683.90076335878
"(1222.5, 1445.5)","(1247.5, 1436.5)","(1237.75, 1434.25)",2376.358333333333
"(3968.0, 4570.0)","(4001.875, 4536.125)","(3511.5, 4392.5)",5648.641975308642
"(174886.0, 205114.0)","(175000.0, 205000.0)","(174197.25, 214982.75)",202517.97777777776
"(123640.625, 130033.375)","(122643.75, 129356.25)","(124765.875, 141181.125)",124244.05294117647
"(46221.25, 48992.75)","(45683.5, 49818.5)","(41698.875, 51300.125)",50271.14893617021
"(12917.0, 15570.0)","(13567.5, 16006.5)","(4558.5, 45441.5)",14469.56914893617
"(1307145.875, 1390148.125)","(1349910.375, 1407911.625)","(1503438.0, 1840628.0)",1412973.308988764
"(627960.5, 666831.5)","(630673.75, 677768.25)","(636638.375, 691905.625)",651979.3333333334
"(167082.0, 172916.0)","(166862.5, 173135.5)","(167572.75, 178361.25)",170096.93607305936
"(22.0, 28.0)","(18.75, 27.25)","(-44.0, 94.0)",21.048192771084338
"(953848.0, 993632.0)","(946277.0, 1001203.0)","(924571.625, 1000596.375)",961767.3140495868
"(2846222.0, 3027222.0)","(2881786.75, 3067713.25)","(2854945.25, 3071420.75)",2934192.1949685533
"(457.75, 494.25)","(448.625, 503.375)","(384.75, 421.25)",14672.857142857143
"(578.25, 613.75)","(579.5, 590.5)","(473.625, 611.375)",626.9333333333333
"(593.75, 704.25)","(540.5, 687.5)","(515.875, 657.125)",577.3333333333334
"(1541.5, 1641.5)","(1570.0, 1624.0)","(1645.0, 1843.0)",1620.4444444444443
"(445.625, 464.375)","(444.0, 466.0)","(448.625, 511.375)",442.4148936170213
"(52.5, 215.5)","(31.25, 245.75)","(174.125, 354.875)",331.0
"(11417.5, 11968.5)","(11533.0, 12035.0)","(11610.25, 11997.75)",11539.8202247191
"(113.375, 132.625)","(114.625, 131.375)","(112.125, 133.875)",155.24137931034483
"(172107.5, 175098.5)","(172481.375, 174724.625)","(144198.5, 187801.5)",176191.55555555556
"(35546.5, 60069.5)","(34943.5, 59854.5)","(40053.0, 66371.0)",74838.0157480315
"(16712.75, 71935.25)","(16214.5, 70152.5)","(28422.5, 80158.5)",64197.583333333336
"(9587632.25, 9962367.75)","(9553842.0, 9912482.0)","(7979636.75, 9006863.25)",9921789.201257862
"(4322625.0, 4457375.0)","(4294800.125, 4591637.875)","(4199436.25, 4578169.75)",4402625.981012658
"(10455501.5, 10744498.5)","(10487673.25, 10744610.75)","(10184294.0, 11219102.0)",10644003.037037037
"(2265163.0, 2461661.0)","(2336780.5, 2505780.5)","(2321601.0, 2580094.0)",2432813.427672956
"(3103.5, 3426.5)","(3138.5, 3391.5)","(366.625, 5775.375)",12408.953846153847
"(1994319.125, 2113680.875)","(1963929.125, 2093721.875)","(1563573.5, 1884527.5)",2065623.1569767443
"(269.0, 283.0)","(245.125, 310.875)","(227.25, 344.75)",287.6904761904762
"(983.0, 1029.0)","(948.0, 1064.0)","(1024.5, 1203.5)",3714.5172413793102
"(512.5, 667.5)","(398.125, 907.875)","(368.75, 831.25)",796.3723849372385
"(6883.5, 8972.5)","(6878.0, 8967.0)","(7147.0, 8043.0)",8353.89534883721
"(663933.5, 702147.5)","(663811.375, 696188.625)","(673615.375, 744199.625)",694684.6944444445
"(25180.5, 33641.5)","(27520.25, 37965.75)","(28656.125, 35768.875)",30123.0
"(260177.5, 278842.5)","(269709.0, 290649.0)","(231934.5, 291795.5)",271060.1965317919
"(3204.5, 4043.5)","(3231.0, 4097.0)","(2440.0, 4878.0)",4322.78612716763
"(48458.5, 61125.5)","(46489.375, 53681.625)","(47079.0, 54303.0)",54343.248
"(2191.0, 2491.0)","(2045.0, 2403.0)","(1982.0, 2320.0)",9514.288888888888
"(4251376.25, 4348623.75)","(4232338.0, 4367650.0)","(4286804.5, 4703682.5)",4296411.291666667
"(1519500.0, 2478500.0)","(1108763.5, 1869013.5)","(1355458.375, 1568541.625)",1917858.5904761904
"(383843878.0, 387446122.0)","(382166666.25, 385833333.75)","(324326911.5, 379356964.5)",385747740.5487805
"(630.0, 936.0)","(696.25, 1052.75)","(793.0, 1061.0)",817.8783269961978
"(188846.5, 226951.5)","(171336.5, 203685.5)","(192581.0, 208449.0)",199760.70422535212
"(28726.75, 44656.25)","(26572.0, 43428.0)","(16152.375, 27674.625)",45107.51851851852
"(10958.0, 22042.0)","(16125.0, 21875.0)","(323.5, 14736.5)",15072.603773584906
"(42794.0, 57794.0)","(40035.0, 50035.0)","(42724.0, 57168.0)",51892.858757062146
"(36068.0, 56210.0)","(36302.5, 46657.5)","(37059.5, 47494.5)",48209.114285714284
"(356.0, 374.0)","(335.0, 395.0)","(299.625, 454.375)",360.56626506024094
"(686.5, 1381.5)","(759.375, 1118.625)","(596.0, 1484.0)",8919.901639344262
"(264.375, 435.625)","(158.5, 651.5)","(117.0, 267.0)",405.63157894736844
"(27.5, 32.5)","(27.5, 32.5)","(26.0, 34.0)",838.3098039215686
"(75.0, 149.0)","(75.0, 149.0)","(67.25, 142.75)",312.7993079584775
"(26.5, 39.5)","(27.5, 36.5)","(11.0, 61.0)",36.44933920704846
"(37898.5, 41601.5)","(37856.25, 41643.75)","(38573.75, 40398.25)",40024.752293577985
"(-2651.75, 3869.75)","(-1678.25, 2846.25)","(-554.5, 1720.5)",13182.697841726618
"(251.0, 406.0)","(277.25, 421.75)","(-58.75, 1505.75)",341.2882882882883
"(250.0, 2250.0)","(29.5, 756.5)","(165.0, 433.0)",3334.85534591195
"(218.25, 275.75)","(211.0, 283.0)","(168.0, 390.0)",251.03571428571428
"(37.0, 83.0)","(41.0, 85.0)","(34.125, 115.875)",55.751173708920184
"(195.5, 302.5)","(190.375, 307.625)","(122.0, 288.0)",334.7798742138365
"(55.0, 157.0)","(50.5, 159.5)","(49.5, 158.5)",118.73015873015873
"(22.25, 717.75)","(20.0, 718.0)","(188.0, 540.0)",793.638036809816
"(2118.25, 2161.75)","(2098.5, 2283.5)","(1209.75, 2294.25)",2114.8387096774195
"(-3460.75, 6107.75)","(-5396.0, 8112.0)","(311.0, 1007.0)",14439.666666666666
"(48.25, 177.75)","(101.875, 156.125)","(78.75, 529.25)",157.9895287958115
"(307.625, 510.375)","(311.0, 507.0)","(294.75, 414.25)",499.06451612903226
"(5.5, 6.5)","(2.0, 10.0)","(4.5, 11.5)",10.398230088495575
"(1148.5, 2397.5)","(422.0, 1574.0)","(763.5, 932.5)",1427.7509578544061
"(408.0, 1392.0)","(850.375, 2245.625)","(4853.5, 10030.5)",944.5668789808917
"(1527.5, 7688.5)","(1609.625, 7739.375)","(2490.875, 6449.125)",7354.987704918033
"(136750.0, 349250.0)","(83688.0, 276310.0)","(51426.875, 76357.125)",318589.355
"(46.75, 55.25)","(30.5, 71.5)","(29.0, 75.0)",68.14375
"(143.25, 290.75)","(163.25, 290.75)","(155.75, 530.25)",232.0782608695652
"(36400.75, 43232.25)","(37133.0, 43819.0)","(38207.75, 42392.25)",41268.125
"(-28.0, 8064.0)","(-33.5, 8413.5)","(1621.625, 7460.375)",9513.38961038961
"(1455.0, 2171.0)","(1621.5, 2184.5)","(1527.625, 2134.375)",1925.6612244897958
"(73.25, 196.75)","(59.25, 177.75)","(103.0, 187.0)",1007.4144144144144
"(-8868.5, 17496.5)","(-10845.0, 20297.0)","(646.5, 7981.5)",14989.707182320442
"(-1377.0, 2729.0)","(-1053.0, 3053.0)","(-550.0, 1838.0)",2136.2978723404253
"(-23.625, 739.625)","(297.0, 383.0)","(-475.0, 1249.0)",5981.813432835821
"(607.125, 638.875)","(590.75, 653.25)","(366.0, 1071.0)",675.6940298507462
"(889.0, 981.0)","(755.5, 993.5)","(154.5, 2645.5)",2782.6929133858266
"(699.0, 701.0)","(800.5, 1099.5)","(451.0, 940.0)",728.3668639053254
"(1125.5, 4874.5)","(-624.5, 3124.5)","(-50.0, 1564.0)",2585.8314176245212
"(7022.0, 10978.0)","(7099.625, 10900.375)","(7307.75, 10692.25)",7646.787234042553
"(3077.5, 3492.5)","(3066.5, 3465.5)","(3216.375, 3307.625)",8852.114285714286
"(31953.0, 35345.0)","(31268.25, 36603.75)","(34409.75, 38850.25)",35989.05732484077
"(30800.5, 47943.5)","(29194.0, 46152.0)","(33431.0, 39111.0)",40992.61006289308
"(37.5, 40.5)","(42.0, 52.0)","(40.5, 51.5)",38.39350180505415
"(-2616.0, 169410.0)","(-11578.5, 161578.5)","(-53591.75, 109961.75)",143693.87692307692
"(2.5, 5.5)","(3.5, 6.5)","(2.5, 7.5)",4.164893617021277
"(11388.5, 17321.5)","(5229.5, 14770.5)","(3377.75, 7200.25)",13170.645390070922
"(56.0, 105.0)","(69.0, 111.0)","(48.0, 92.0)",91.4090909090909
"(181.5, 2818.5)","(-8.5, 2376.5)","(977.0, 1241.0)",2282.5777777777776
"(16292.0, 27696.0)","(17628.5, 27279.5)","(21720.5, 24365.5)",27497.549019607843
"(7638.0, 10748.0)","(8010.75, 11098.25)","(7178.375, 10521.625)",8839.285714285714
"(39729489.0, 43446491.0)","(39406517.75, 42702432.25)","(40480197.875, 42711454.125)",42607835.187096775
"(20439408.125, 20946923.875)","(20509600.0, 21123436.0)","(20419516.125, 21325549.875)",20708727.12804878
"(8708834.5, 9282164.5)","(8748732.5, 9570951.5)","(9164594.75, 10078460.25)",9118115.192771085
"(6259.5, 13526.5)","(5933.5, 13066.5)","(8225.25, 15774.75)",8070.921739130435
"(133.5, 1584.5)","(-1250.0, 2972.0)","(-1224.5, 2958.5)",11112.621621621622
"(5242.0, 14028.0)","(4217.5, 17782.5)","(4019.625, 16159.375)",10280.7304964539
"(-7630.0, 50870.0)","(-8380.0, 51620.0)","(4998.5, 44999.5)",48751.402298850575
"(2731.875, 3654.125)","(2555.75, 3830.25)","(2740.0, 3644.0)",2943.723404255319
"(8657.0, 19343.0)","(8375.0, 19625.0)","(619.75, 12198.25)",13348.711538461539
"(599190.0, 720808.0)","(611624.0, 743671.0)","(698575.125, 1061414.875)",631197.0409356725
"(-5154.5, 8400.5)","(-1620.5, 4878.5)","(-1411.875, 5066.875)",5547.79012345679
"(132908.0, 161092.0)","(132982.5, 158021.5)","(125165.25, 141248.75)",157861.65034965036
"(17709000.0, 17949000.0)","(17479702.25, 17789217.75)","(16268621.75, 17284542.25)",17787689.878205128
"(30861.5, 66692.5)","(29481.0, 43825.0)","(27899.5, 33568.5)",52688.83419689119
"(891213671.25, 895136670.75)","(880852479.0, 892426479.0)","(889575026.125, 899402299.875)",893668008.7402598
"(14430.5, 19569.5)","(11251.125, 17900.875)","(11584.625, 13880.375)",17644.80487804878
"(243000.0, 257000.0)","(269684.5, 300315.5)","(200874.125, 327690.875)",254951.74137931035
"(135897.5, 136858.5)","(134806.5, 142967.5)","(145533.75, 163106.25)",135437.19855595668
"(24265.5, 24468.5)","(24265.5, 24468.5)","(22792.375, 27697.625)",23751.580769230768
"(545.0, 681.0)","(539.5, 682.5)","(605.125, 703.875)",1646.5744680851064
"(66.0, 102.0)","(62.5, 105.5)","(-7.875, 207.875)",78.05369127516778
"(-2407.25, 12599.25)","(3097.5, 10115.5)","(5112.0, 19112.0)",11710.02564102564
"(609221.125, 773045.875)","(478407.5, 606171.5)","(434697.5, 503002.5)",704080.9444444445
"(9315.0, 10647.0)","(9327.0, 11001.0)","(10532.75, 14299.25)",10479.83211678832
"(11000.0, 12000.0)","(8875.0, 16125.0)","(8708.5, 27207.5)",12019.984848484848
"(4158165.75, 4238080.25)","(4113641.0, 4206329.0)","(4039909.25, 4129917.75)",4237343.095505618
"(27171.5, 28828.5)","(25500.0, 30500.0)","(10210.75, 27789.25)",27538.393258426968
"(12903.0, 17903.0)","(13166.0, 18166.0)","(2351.5, 12404.5)",13138.75
"(625886.5, 644113.5)","(631961.75, 651351.25)","(519946.5, 628613.5)",637906.7272727273
"(220.5, 777.5)","(336.5, 627.5)","(438.0, 514.0)",2863.8088235294117
"(12802789.0, 14776789.0)","(12638265.5, 14317288.5)","(10098450.25, 14695102.75)",13764406.2147651
"(9350.0, 9450.0)","(9423.5, 9656.5)","(9591.75, 10172.25)",9377.047008547008
"(10.5, 15.5)","(9.0, 17.0)","(12.5, 23.5)",13.5
"(60267.0, 63523.0)","(61380.5, 64619.5)","(62472.25, 74748.75)",63694.21008403361
"(36232.0, 36826.0)","(36492.0, 37160.0)","(36694.5, 36983.5)",37445.27777777778
"(4844.5, 4947.5)","(4781.25, 4976.75)","(4310.75, 4775.25)",4835.721854304636
"(34295.5, 45702.5)","(61391.0, 98509.0)","(24795.625, 43803.375)",46638.45360824742
"(1998523.875, 2045470.125)","(2009534.375, 2123288.625)","(2150269.0, 2479028.0)",2022591.671875
"(705.625, 857.375)","(795.125, 959.875)","(759.125, 905.875)",808.8358208955224
"(1919.5, 3240.5)","(2674.375, 3723.625)","(3189.25, 6196.75)",2865.2444444444445
"(128252455.5, 129347544.5)","(126500000.0, 129500000.0)","(110360608.0, 131728264.0)",128712511.52
"(66097.5, 77902.5)","(62701.0, 69533.0)","(44426.0, 95556.0)",71578.74468085106
"(18644.0, 23948.0)","(20206.0, 25526.0)","(14694.0, 21004.0)",22074.833333333332
"(36224.5, 38377.5)","(36864.0, 39218.0)","(33357.0, 42725.0)",37764.88590604027
"(509722333.5, 526277666.5)","(511541118.0, 525458882.0)","(441991473.625, 534519638.375)",514975419.98245615
"(2900.0, 3090.0)","(2544.5, 2929.5)","(2113.5, 5626.5)",7564.189393939394
"(661.25, 2268.75)","(-6589.0, 9519.0)","(-1073.0, 7063.0)",5033.423076923077
"(1092.0, 1708.0)","(905.0, 1485.0)","(467.75, 1213.25)",1119.4252873563219
"(6129.5, 7868.5)","(5488.5, 8511.5)","(4732.0, 7968.0)",6641.719512195122
"(68.75, 329.25)","(124.0, 266.0)","(20.5, 305.5)",339.7282608695652
"(503.5, 680.5)","(528.5, 881.5)","(614.5, 930.5)",623.2581967213115
"(788.375, 2211.625)","(447.0, 1509.0)","(275.0, 711.0)",1245.3811475409836
"(292.5, 452.5)","(272.0, 448.0)","(156.5, 285.5)",301.62698412698415
"(115.5, 382.5)","(207.0, 291.0)","(200.375, 387.625)",1400.2066666666667
"(1006.5, 1097.5)","(1071.0, 1151.0)","(169.375, 2074.625)",1103.3048780487804
"(-92.0, 678.0)","(-320.625, 914.625)","(-91.125, 669.125)",2631.899470899471
"(189878.5, 210121.5)","(189878.5, 210121.5)","(189012.625, 210987.375)",191726.8275862069
"(695.5, 746.5)","(717.875, 782.125)","(705.625, 925.375)",735.7297297297297
"(24.5, 27.5)","(22.0, 32.0)","(20.5, 39.5)",32.96907216494845
"(173.0, 173.0)","(172.5, 173.5)","(168.0, 176.0)",215.9090909090909
"(5.5, 60.5)","(-21.875, 23.875)","(-6.5, 45.5)",399.49056603773585
"(701.5, 1698.5)","(1510.5, 2479.5)","(528.5, 1471.5)",1370.90099009901
"(-603.0, 6537.0)","(605.0, 5330.0)","(2618.5, 3315.5)",8564.875
"(8086.5, 11065.5)","(8227.0, 12385.0)","(7794.25, 11317.75)",10805.82191780822
"(210296.0, 229704.0)","(202968.625, 239531.375)","(435254.75, 493113.25)",216341.16230366493
"(1033.0, 1365.0)","(794.125, 1730.875)","(492.0, 714.0)",1196.409090909091
"(59.0, 145.0)","(103.5, 188.5)","(65.0, 139.0)",131.26190476190476
"(3448.0, 6550.0)","(1368.0, 3962.0)","(2160.5, 3115.5)",9256.116
"(28315.0, 28315.0)","(28315.0, 28315.0)","(28238.0, 28840.0)",28058.072463768116
"(9959.5, 14038.5)","(10784.75, 12181.25)","(10868.625, 12361.375)",12035.30357142857
"(373.875, 1063.125)","(532.375, 883.625)","(131.5, 1328.5)",892.9102564102565
"(-27.5, 29.5)","(24.75, 91.25)","(39.0, 99.0)",35.99047619047619
"(3113.625, 5000.375)","(3376.125, 5207.875)","(4337.125, 5877.875)",4211.5192307692305
"(4414.25, 4615.75)","(3928.75, 5203.25)","(2925.5, 6228.5)",5721.333333333333
"(5019.875, 5181.125)","(4846.375, 5063.625)","(4366.0, 5814.0)",5771.6
"(2416.5, 6717.5)","(1814.5, 4709.5)","(2973.125, 3427.875)",5481.275862068966
"(5855.5, 6266.5)","(5895.25, 6226.75)","(3570.125, 8691.875)",7927.741935483871
"(-3869.375, 12103.375)","(-964.5, 9152.5)","(3931.5, 4159.5)",11791.933333333332
"(-5100.5, 18543.5)","(-5165.75, 18051.75)","(2898.0, 9102.0)",18201.366666666665
"(6741.75, 6972.25)","(6762.125, 6951.875)","(6571.0, 6939.0)",8228.2
"(3300.25, 5899.75)","(3274.0, 5946.0)","(308.875, 9365.125)",9288.213483146068
"(788.0, 796.0)","(782.0, 804.0)","(781.0, 809.0)",792.5294117647059
"(2521.0, 2860.0)","(2544.25, 2793.75)","(2528.5, 2871.5)",3153.1823529411763
"(88.25, 89.75)","(81.5, 96.5)","(44.625, 163.375)",104.11210762331838
"(5203.0, 5475.0)","(5214.5, 5463.5)","(4716.0, 6084.0)",5510.035714285715
"(1519.5, 1598.5)","(1569.5, 1625.5)","(1113.625, 1400.375)",1558.4306569343066
"(7335.5, 8916.5)","(7387.5, 8968.5)","(8160.0, 9840.0)",7879.879194630873
"(93569.75, 109370.25)","(95951.0, 117503.0)","(102722.625, 124005.375)",104776.76023391813
"(81525.25, 96582.75)","(83161.0, 96843.0)","(84963.375, 95333.625)",89780.74863387978
"(3772.5, 9781.5)","(3276.5, 10693.5)","(5251.5, 9092.5)",7604.971830985915
"(190459.0, 209957.0)","(192555.0, 209803.0)","(184430.75, 203752.25)",198919.1076923077
"(6087.5, 6514.5)","(4992.0, 7610.0)","(3933.5, 7762.5)",6241.054054054054
"(3320.25, 4679.75)","(3731.75, 4268.25)","(3023.125, 4805.875)",4757.29104477612
"(677122.5, 722877.5)","(648000.0, 708000.0)","(735804.25, 1165107.75)",717170.4514285715
"(173427.0, 184349.0)","(173509.5, 184266.5)","(173237.5, 186758.5)",184361.66666666666
"(41083.0, 44829.0)","(41132.0, 44780.0)","(38562.0, 44142.0)",42609.0618556701
"(2.0, 2.0)","(2.0, 2.0)","(2.0, 2.0)",2.3513513513513513
"(5729.0, 12926.0)","(5187.75, 14812.25)","(7798.0, 10712.0)",10727.162337662337
"(2165.0, 4159.0)","(2156.5, 4167.5)","(2092.5, 4095.5)",3773.462962962963
"(22500.0, 27500.0)","(16500.0, 33500.0)","(9789.5, 25446.5)",24111.86524822695
"(23.5, 176.5)","(25.75, 177.25)","(82.75, 155.25)",85.57142857142857
"(91.5, 104.5)","(92.375, 103.625)","(92.5, 103.5)",1432.4406779661017
"(502.5, 653.5)","(379.5, 530.5)","(321.5, 678.5)",546.375
